userID,seqID,totalFreq,movingpath0,theme0,lat0,long0,poiFreq0,movingpath1,theme1,lat1,long1,poiFreq1,movingpath2,theme2,lat2,long2,poiFreq2,movingpath3,theme3,lat3,long3,poiFreq3,movingpath4,theme4,lat4,long4,poiFreq4,movingpath5,theme5,lat5,long5,poiFreq5,movingpath6,theme6,lat6,long6,poiFreq6,movingpath7,theme7,lat7,long7,poiFreq7,movingpath8,theme8,lat8,long8,poiFreq8,movingpath9,theme9,lat9,long9,poiFreq9,pref_Cultural,pref_Entertainment,pref_Historical,pref_Museum,pref_Park,pref_Structure
10137764@N00,11,103620,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,0,0,0,1,0,0
10137764@N00,12,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,1,0,0
10159442@N00,13,87643,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,Edinburgh_Castle,Historical,55.948611,-3.200833,4569,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,Edinburgh_Castle,Historical,55.948611,-3.200833,4569,Edinburgh_Castle,Historical,55.948611,-3.200833,4569,Edinburgh_Castle,Historical,55.948611,-3.200833,4569,Edinburgh_Castle,Historical,55.948611,-3.200833,4569,Edinburgh_Castle,Historical,55.948611,-3.200833,4569,0.047619048,0,0.2857142857142857,0.047619048,0.3809523809523809,0.238095238
10159442@N00,14,10088,Scottish_Parliament_Building,Structure,55.952158,-3.175204,886,Scottish_Parliament_Building,Structure,55.952158,-3.175204,886,Arthur%27s_Seat,Park,55.94417,-3.16194,378,Arthur%27s_Seat,Park,55.94417,-3.16194,378,Arthur%27s_Seat,Park,55.94417,-3.16194,378,Arthur%27s_Seat,Park,55.94417,-3.16194,378,Arthur%27s_Seat,Park,55.94417,-3.16194,378,Arthur%27s_Seat,Park,55.94417,-3.16194,378,Arthur%27s_Seat,Park,55.94417,-3.16194,378,Arthur%27s_Seat,Park,55.94417,-3.16194,378,0.047619048,0,0.2857142857142857,0.047619048,0.3809523809523809,0.238095238
10159442@N00,15,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.047619048,0,0.2857142857142857,0.047619048,0.3809523809523809,0.238095238
10182328@N02,16,2606,"Parliament_House,_Edinburgh",Structure,55.94917,-3.19056,1303,"Parliament_House,_Edinburgh",Structure,55.94917,-3.19056,1303,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.5416666666666666,0.041666667,0.041666667,0.041666667,0,0.3333333333333333
10182328@N02,17,1303,"Parliament_House,_Edinburgh",Structure,55.94917,-3.19056,1303,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.5416666666666666,0.041666667,0.041666667,0.041666667,0,0.3333333333333333
10182328@N02,18,409,Our_Dynamic_Earth,Entertainment,55.9505778,-3.1743694,409,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.5416666666666666,0.041666667,0.041666667,0.041666667,0,0.3333333333333333
10182328@N02,19,1303,"Parliament_House,_Edinburgh",Structure,55.94917,-3.19056,1303,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.5416666666666666,0.041666667,0.041666667,0.041666667,0,0.3333333333333333
10182328@N02,20,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.5416666666666666,0.041666667,0.041666667,0.041666667,0,0.3333333333333333
10182328@N02,21,5212,"Parliament_House,_Edinburgh",Structure,55.94917,-3.19056,1303,"Parliament_House,_Edinburgh",Structure,55.94917,-3.19056,1303,"Parliament_House,_Edinburgh",Structure,55.94917,-3.19056,1303,"Parliament_House,_Edinburgh",Structure,55.94917,-3.19056,1303,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.5416666666666666,0.041666667,0.041666667,0.041666667,0,0.3333333333333333
10182328@N02,22,1887,Scott_Monument,Historical,55.952417,-3.193278,1887,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.5416666666666666,0.041666667,0.041666667,0.041666667,0,0.3333333333333333
10182328@N02,23,28560,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,0.5416666666666666,0.041666667,0.041666667,0.041666667,0,0.3333333333333333
10182328@N02,24,4080,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.5416666666666666,0.041666667,0.041666667,0.041666667,0,0.3333333333333333
10229695@N08,25,480,St_Andrew%27s_House,Structure,55.953375,-3.1840972,480,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0.5,0.5
10229695@N08,26,1351,Princes_Street_Gardens,Park,55.95005,-3.2029944,1351,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0.5,0.5
10251761@N04,27,13590,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,Edinburgh_Castle,Historical,55.948611,-3.200833,4569,Edinburgh_Castle,Historical,55.948611,-3.200833,4569,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.25,0,0.75,0,0,0
10251761@N04,28,4569,Edinburgh_Castle,Historical,55.948611,-3.200833,4569,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.25,0,0.75,0,0,0
10259636@N05,29,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0.5,0.5,0
10259636@N05,30,845,Calton_Hill,Park,55.95528,-3.18222,845,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0.5,0.5,0
10275618@N05,31,4452,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,0,0,0,0
10287726@N02,32,48587,"Parliament_House,_Edinburgh",Structure,55.94917,-3.19056,1303,Holyrood_Palace,Historical,55.9525,-3.1725,699,Holyrood_Palace,Historical,55.9525,-3.1725,699,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,Scott_Monument,Historical,55.952417,-3.193278,1887,Scott_Monument,Historical,55.952417,-3.193278,1887,0.1111111111111111,0,0.4814814814814814,0.037037037,0,0.3703703703703703
10287726@N02,33,87082,"Parliament_House,_Edinburgh",Structure,55.94917,-3.19056,1303,"Parliament_House,_Edinburgh",Structure,55.94917,-3.19056,1303,"Parliament_House,_Edinburgh",Structure,55.94917,-3.19056,1303,"Parliament_House,_Edinburgh",Structure,55.94917,-3.19056,1303,"Parliament_House,_Edinburgh",Structure,55.94917,-3.19056,1303,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,Edinburgh_Castle,Historical,55.948611,-3.200833,4569,Edinburgh_Castle,Historical,55.948611,-3.200833,4569,Edinburgh_Castle,Historical,55.948611,-3.200833,4569,Edinburgh_Castle,Historical,55.948611,-3.200833,4569,0.1111111111111111,0,0.4814814814814814,0.037037037,0,0.3703703703703703
10287726@N02,34,6778,"Parliament_House,_Edinburgh",Structure,55.94917,-3.19056,1303,National_Monument_of_Scotland,Historical,55.954722,-3.181806,999,National_Monument_of_Scotland,Historical,55.954722,-3.181806,999,National_Monument_of_Scotland,Historical,55.954722,-3.181806,999,National_Monument_of_Scotland,Historical,55.954722,-3.181806,999,National_Monument_of_Scotland,Historical,55.954722,-3.181806,999,St_Andrew%27s_House,Structure,55.953375,-3.1840972,480,,,,,0,,,,,0,,,,,0,0.1111111111111111,0,0.4814814814814814,0.037037037,0,0.3703703703703703
10295204@N00,35,1398,Holyrood_Palace,Historical,55.9525,-3.1725,699,Holyrood_Palace,Historical,55.9525,-3.1725,699,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,1,0,0,0
10318705@N00,36,4569,Edinburgh_Castle,Historical,55.948611,-3.200833,4569,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,1,0,0,0
10332960@N03,37,17003,"Parliament_House,_Edinburgh",Structure,55.94917,-3.19056,1303,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,,,,,0,,,,,0,,,,,0,,,,,0,0.055555556,0,0,0.8333333333333334,0,0.1111111111111111
10332960@N03,38,6280,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.055555556,0,0,0.8333333333333334,0,0.1111111111111111
10332960@N03,39,30875,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,"Parliament_House,_Edinburgh",Structure,55.94917,-3.19056,1303,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,0.055555556,0,0,0.8333333333333334,0,0.1111111111111111
10335112@N05,40,6154,Princes_Street_Gardens,Park,55.95005,-3.2029944,1351,Princes_Street_Gardens,Park,55.95005,-3.2029944,1351,Royal_Scottish_Academy_Building,Structure,55.95175,-3.196389,1726,Royal_Scottish_Academy_Building,Structure,55.95175,-3.196389,1726,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0.5833333333333334,0,0.2083333333333333,0.2083333333333333
10335112@N05,41,189700,Holyrood_Palace,Historical,55.9525,-3.1725,699,Holyrood_Palace,Historical,55.9525,-3.1725,699,Holyrood_Palace,Historical,55.9525,-3.1725,699,Holyrood_Palace,Historical,55.9525,-3.1725,699,Holyrood_Palace,Historical,55.9525,-3.1725,699,Holyrood_Palace,Historical,55.9525,-3.1725,699,Holyrood_Palace,Historical,55.9525,-3.1725,699,Holyrood_Palace,Historical,55.9525,-3.1725,699,Holyrood_Palace,Historical,55.9525,-3.1725,699,Holyrood_Palace,Historical,55.9525,-3.1725,699,0,0,0.5833333333333334,0,0.2083333333333333,0.2083333333333333
10335112@N05,42,12812,St_Andrew%27s_House,Structure,55.953375,-3.1840972,480,St_Andrew%27s_House,Structure,55.953375,-3.1840972,480,St_Andrew%27s_House,Structure,55.953375,-3.1840972,480,National_Monument_of_Scotland,Historical,55.954722,-3.181806,999,National_Monument_of_Scotland,Historical,55.954722,-3.181806,999,National_Monument_of_Scotland,Historical,55.954722,-3.181806,999,National_Monument_of_Scotland,Historical,55.954722,-3.181806,999,Calton_Hill,Park,55.95528,-3.18222,845,Calton_Hill,Park,55.95528,-3.18222,845,Calton_Hill,Park,55.95528,-3.18222,845,0,0,0.5833333333333334,0,0.2083333333333333,0.2083333333333333
10340081@N02,43,2196,Calton_Hill,Park,55.95528,-3.18222,845,Princes_Street_Gardens,Park,55.95005,-3.2029944,1351,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
10340081@N02,44,12736,Edinburgh_Castle,Historical,55.948611,-3.200833,4569,Scott_Monument,Historical,55.952417,-3.193278,1887,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
10352479@N07,45,8904,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,0,0,0,0
10354154@N05,46,30414,Scottish_National_Gallery,Museum,55.950917,-3.195667,423,Princes_Street_Gardens,Park,55.95005,-3.2029944,1351,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,Princes_Street_Gardens,Park,55.95005,-3.2029944,1351,Princes_Street_Gardens,Park,55.95005,-3.2029944,1351,0,0,0,0.1,0.3,0.6
103542358@N03,47,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,1,0,0
103767813@N04,48,1351,Princes_Street_Gardens,Park,55.95005,-3.2029944,1351,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0,1,0
10444870@N04,49,1208,Usher_Hall,Cultural,55.94675,-3.2042,1208,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,0,0,0,0
10486919@N00,50,1303,"Parliament_House,_Edinburgh",Structure,55.94917,-3.19056,1303,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
10486919@N00,51,317,Bute_House,Structure,55.9525306,-3.2080167,317,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
10486919@N00,52,4452,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
10486919@N00,53,2972,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
10486919@N00,54,2972,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
10486919@N00,55,2972,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
10486919@N00,56,2972,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
10486919@N00,57,1303,"Parliament_House,_Edinburgh",Structure,55.94917,-3.19056,1303,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
10486919@N00,58,1559,Balmoral_Hotel,Structure,55.9528694,-3.1895083,1559,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
10486919@N00,59,2972,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
10486919@N00,60,1887,Scott_Monument,Historical,55.952417,-3.193278,1887,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
10486919@N00,61,169,Scottish_National_Gallery_of_Modern_Art,Museum,55.9508583,-3.2275639,169,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
10486919@N00,62,2972,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
10486919@N00,63,2302,"Parliament_House,_Edinburgh",Structure,55.94917,-3.19056,1303,National_Monument_of_Scotland,Historical,55.954722,-3.181806,999,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
10486919@N00,64,480,St_Andrew%27s_House,Structure,55.953375,-3.1840972,480,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
10486919@N00,65,2972,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
10486919@N00,66,2972,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
10486919@N00,67,7503,Royal_Scottish_Academy_Building,Structure,55.95175,-3.196389,1726,"Old_College,_University_of_Edinburgh",Structure,55.947389,-3.187194,1325,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
10486919@N00,68,4569,Edinburgh_Castle,Historical,55.948611,-3.200833,4569,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
10486919@N00,69,12,Forth_Rail_Bridge,Structure,56.000421,-3.388726,12,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
10486919@N00,70,999,National_Monument_of_Scotland,Historical,55.954722,-3.181806,999,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
10486919@N00,71,1726,Royal_Scottish_Academy_Building,Structure,55.95175,-3.196389,1726,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
10486919@N00,72,1726,Royal_Scottish_Academy_Building,Structure,55.95175,-3.196389,1726,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.076923077,0,0.1538461538461538,0.038461538,0,0.7307692307692307
105002963@N07,73,6280,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,1,0,0
105307156@N06,74,5646,Holyrood_Palace,Historical,55.9525,-3.1725,699,Arthur%27s_Seat,Park,55.94417,-3.16194,378,Edinburgh_Castle,Historical,55.948611,-3.200833,4569,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0.6666666666666666,0,0.3333333333333333,0
