userID,seqID,totalFreq,movingpath0,theme0,lat0,long0,poiFreq0,movingpath1,theme1,lat1,long1,poiFreq1,movingpath2,theme2,lat2,long2,poiFreq2,movingpath3,theme3,lat3,long3,poiFreq3,movingpath4,theme4,lat4,long4,poiFreq4,movingpath5,theme5,lat5,long5,poiFreq5,movingpath6,theme6,lat6,long6,poiFreq6,movingpath7,theme7,lat7,long7,poiFreq7,movingpath8,theme8,lat8,long8,poiFreq8,movingpath9,theme9,lat9,long9,poiFreq9,pref_Education,pref_Museum,pref_Park,pref_Religion,pref_Shopping,pref_Structure,pref_Transport
10063645@N00,12,4308,Ashton_Lane,Shopping,55.874757,-4.292865,718,Ashton_Lane,Shopping,55.874757,-4.292865,718,Ashton_Lane,Shopping,55.874757,-4.292865,718,Ashton_Lane,Shopping,55.874757,-4.292865,718,Ashton_Lane,Shopping,55.874757,-4.292865,718,Ashton_Lane,Shopping,55.874757,-4.292865,718,,,,,0,,,,,0,,,,,0,,,,,0,0.4722222222222222,0.055555556,0,0,0.2777777777777778,0.1666666666666666,0.027777778
10251761@N04,13,760,Ibrox_Stadium,Structure,55.8532056,-4.3092583,76,Ibrox_Stadium,Structure,55.8532056,-4.3092583,76,Ibrox_Stadium,Structure,55.8532056,-4.3092583,76,Ibrox_Stadium,Structure,55.8532056,-4.3092583,76,Ibrox_Stadium,Structure,55.8532056,-4.3092583,76,Ibrox_Stadium,Structure,55.8532056,-4.3092583,76,Ibrox_Stadium,Structure,55.8532056,-4.3092583,76,Ibrox_Stadium,Structure,55.8532056,-4.3092583,76,Ibrox_Stadium,Structure,55.8532056,-4.3092583,76,Ibrox_Stadium,Structure,55.8532056,-4.3092583,76,0,0,0,0,0,1,0
10259636@N05,14,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.5,0,0,0.125,0,0.375
10259636@N05,15,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.5,0,0,0.125,0,0.375
10259636@N05,16,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.5,0,0,0.125,0,0.375
10259636@N05,17,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.5,0,0,0.125,0,0.375
10259636@N05,18,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.5,0,0,0.125,0,0.375
10259636@N05,19,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.5,0,0,0.125,0,0.375
10259636@N05,20,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.5,0,0,0.125,0,0.375
10259636@N05,21,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.5,0,0,0.125,0,0.375
10338784@N02,22,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.3333333333333333,0,0,0,0.6666666666666666,0,0
10338784@N02,23,1365,Royal_Scottish_Academy_of_Music_and_Drama,Education,55.86254,-4.2567,517,Buchanan_Street,Shopping,55.8606833,-4.254111,848,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.3333333333333333,0,0,0,0.6666666666666666,0,0
10354154@N05,24,1156,Glasgow_Royal_Concert_Hall,Structure,55.864503,-4.252921,379,Glasgow_Central_Mosque,Religion,55.8525,-4.25083,19,Glasgow_Royal_Concert_Hall,Structure,55.864503,-4.252921,379,Glasgow_Royal_Concert_Hall,Structure,55.864503,-4.252921,379,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0.03030303,0.2121212121212121,0.1212121212121212,0.6363636363636364
10354154@N05,25,379,Glasgow_Royal_Concert_Hall,Structure,55.864503,-4.252921,379,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0.03030303,0.2121212121212121,0.1212121212121212,0.6363636363636364
10354154@N05,26,35784,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,0,0,0,0.03030303,0.2121212121212121,0.1212121212121212,0.6363636363636364
10354154@N05,27,5496,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0.03030303,0.2121212121212121,0.1212121212121212,0.6363636363636364
10354154@N05,28,11900,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,0,0,0,0.03030303,0.2121212121212121,0.1212121212121212,0.6363636363636364
10354154@N05,29,1832,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0.03030303,0.2121212121212121,0.1212121212121212,0.6363636363636364
10434252@N00,30,1008,Glasgow_School_of_Art,Education,55.86611,-4.26389,1008,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,0,0,0,0,0
10482493@N05,31,6451,Glasgow_Royal_Concert_Hall,Structure,55.864503,-4.252921,379,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Glasgow_Royal_Concert_Hall,Structure,55.864503,-4.252921,379,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Royal_Concert_Hall,Structure,55.864503,-4.252921,379,0,0.3,0,0,0.3,0.3,0.1
10486919@N00,32,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0,1,0,0
10589348@N00,33,8303,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0.1666666666666666,0,0.8333333333333334
10749810@N04,34,7416,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,0.52,0.48,0,0,0,0,0
10749810@N04,35,1236,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.52,0.48,0,0,0,0,0
10749810@N04,36,2068,Royal_Scottish_Academy_of_Music_and_Drama,Education,55.86254,-4.2567,517,Royal_Scottish_Academy_of_Music_and_Drama,Education,55.86254,-4.2567,517,Royal_Scottish_Academy_of_Music_and_Drama,Education,55.86254,-4.2567,517,Royal_Scottish_Academy_of_Music_and_Drama,Education,55.86254,-4.2567,517,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.52,0.48,0,0,0,0,0
10749810@N04,37,4653,Royal_Scottish_Academy_of_Music_and_Drama,Education,55.86254,-4.2567,517,Royal_Scottish_Academy_of_Music_and_Drama,Education,55.86254,-4.2567,517,Royal_Scottish_Academy_of_Music_and_Drama,Education,55.86254,-4.2567,517,Royal_Scottish_Academy_of_Music_and_Drama,Education,55.86254,-4.2567,517,Royal_Scottish_Academy_of_Music_and_Drama,Education,55.86254,-4.2567,517,Royal_Scottish_Academy_of_Music_and_Drama,Education,55.86254,-4.2567,517,Royal_Scottish_Academy_of_Music_and_Drama,Education,55.86254,-4.2567,517,Royal_Scottish_Academy_of_Music_and_Drama,Education,55.86254,-4.2567,517,Royal_Scottish_Academy_of_Music_and_Drama,Education,55.86254,-4.2567,517,,,,,0,0.52,0.48,0,0,0,0,0
11037560@N04,38,5175,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,,,,,0,,,,,0,0,0.2333333333333333,0,0.1666666666666666,0.033333333,0,0.5666666666666667
11037560@N04,39,3298,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Buchanan_Street,Shopping,55.8606833,-4.254111,848,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.2333333333333333,0,0.1666666666666666,0.033333333,0,0.5666666666666667
11037560@N04,40,1236,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.2333333333333333,0,0.1666666666666666,0.033333333,0,0.5666666666666667
11037560@N04,41,2450,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.2333333333333333,0,0.1666666666666666,0.033333333,0,0.5666666666666667
11037560@N04,42,5964,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.2333333333333333,0,0.1666666666666666,0.033333333,0,0.5666666666666667
11037560@N04,43,5816,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,,,,,0,,,,,0,,,,,0,0,0.2333333333333333,0,0.1666666666666666,0.033333333,0,0.5666666666666667
11037560@N04,44,2982,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.2333333333333333,0,0.1666666666666666,0.033333333,0,0.5666666666666667
11154928@N04,45,480,"Kingston_Bridge,_Glasgow",Transport,55.85528,-4.27,48,"Kingston_Bridge,_Glasgow",Transport,55.85528,-4.27,48,"Kingston_Bridge,_Glasgow",Transport,55.85528,-4.27,48,"Kingston_Bridge,_Glasgow",Transport,55.85528,-4.27,48,"Kingston_Bridge,_Glasgow",Transport,55.85528,-4.27,48,"Kingston_Bridge,_Glasgow",Transport,55.85528,-4.27,48,"Kingston_Bridge,_Glasgow",Transport,55.85528,-4.27,48,"Kingston_Bridge,_Glasgow",Transport,55.85528,-4.27,48,"Kingston_Bridge,_Glasgow",Transport,55.85528,-4.27,48,"Kingston_Bridge,_Glasgow",Transport,55.85528,-4.27,48,0,0.2,0,0,0,0,0.8
11154928@N04,46,96,"Kingston_Bridge,_Glasgow",Transport,55.85528,-4.27,48,"Kingston_Bridge,_Glasgow",Transport,55.85528,-4.27,48,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.2,0,0,0,0,0.8
11154928@N04,47,2307,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.2,0,0,0,0,0.8
112042056@N06,48,2874,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.9166666666666666,0,0,0,0,0,0.083333333
112042056@N06,49,77498,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,0.9166666666666666,0,0,0,0,0,0.083333333
113536856@N07,50,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,1
11452054@N00,51,371,Clyde_Auditorium,Structure,55.859496,-4.287962,371,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1333333333333333,0.2222222222222222,0,0.1777777777777777,0,0.2222222222222222,0.2444444444444444
11452054@N00,52,1437,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1333333333333333,0.2222222222222222,0,0.1777777777777777,0,0.2222222222222222,0.2444444444444444
11452054@N00,53,371,Clyde_Auditorium,Structure,55.859496,-4.287962,371,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1333333333333333,0.2222222222222222,0,0.1777777777777777,0,0.2222222222222222,0.2444444444444444
11452054@N00,54,371,Clyde_Auditorium,Structure,55.859496,-4.287962,371,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1333333333333333,0.2222222222222222,0,0.1777777777777777,0,0.2222222222222222,0.2444444444444444
11452054@N00,55,6260,Willow_Tearooms,Structure,55.86502917,-4.26116083,439,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,0.1333333333333333,0.2222222222222222,0,0.1777777777777777,0,0.2222222222222222,0.2444444444444444
11452054@N00,56,6874,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,,,,,0,,,,,0,0.1333333333333333,0.2222222222222222,0,0.1777777777777777,0,0.2222222222222222,0.2444444444444444
11452054@N00,57,1484,Clyde_Auditorium,Structure,55.859496,-4.287962,371,Clyde_Auditorium,Structure,55.859496,-4.287962,371,Clyde_Auditorium,Structure,55.859496,-4.287962,371,Clyde_Auditorium,Structure,55.859496,-4.287962,371,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1333333333333333,0.2222222222222222,0,0.1777777777777777,0,0.2222222222222222,0.2444444444444444
11452054@N00,58,2307,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1333333333333333,0.2222222222222222,0,0.1777777777777777,0,0.2222222222222222,0.2444444444444444
11452054@N00,59,439,Willow_Tearooms,Structure,55.86502917,-4.26116083,439,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1333333333333333,0.2222222222222222,0,0.1777777777777777,0,0.2222222222222222,0.2444444444444444
11452054@N00,60,8244,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,,,,,0,0.1333333333333333,0.2222222222222222,0,0.1777777777777777,0,0.2222222222222222,0.2444444444444444
11452054@N00,61,3212,University_of_Glasgow,Education,55.87194,-4.2875,338,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1333333333333333,0.2222222222222222,0,0.1777777777777777,0,0.2222222222222222,0.2444444444444444
11452054@N00,62,125,University_of_Strathclyde,Education,55.8617167,-4.241699833,125,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1333333333333333,0.2222222222222222,0,0.1777777777777777,0,0.2222222222222222,0.2444444444444444
11452054@N00,63,371,Clyde_Auditorium,Structure,55.859496,-4.287962,371,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1333333333333333,0.2222222222222222,0,0.1777777777777777,0,0.2222222222222222,0.2444444444444444
11452054@N00,64,517,Royal_Scottish_Academy_of_Music_and_Drama,Education,55.86254,-4.2567,517,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1333333333333333,0.2222222222222222,0,0.1777777777777777,0,0.2222222222222222,0.2444444444444444
11493297@N06,65,278,Glasgow_Museum_of_Transport,Museum,55.8687,-4.295,139,Glasgow_Museum_of_Transport,Museum,55.8687,-4.295,139,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1666666666666666,0.6666666666666666,0,0,0,0.1666666666666666,0
