userID,seqID,totalFreq,movingpath0,theme0,lat0,long0,poiFreq0,movingpath1,theme1,lat1,long1,poiFreq1,movingpath2,theme2,lat2,long2,poiFreq2,movingpath3,theme3,lat3,long3,poiFreq3,movingpath4,theme4,lat4,long4,poiFreq4,movingpath5,theme5,lat5,long5,poiFreq5,movingpath6,theme6,lat6,long6,poiFreq6,movingpath7,theme7,lat7,long7,poiFreq7,movingpath8,theme8,lat8,long8,poiFreq8,movingpath9,theme9,lat9,long9,poiFreq9,pref_Amusement,pref_Entertainment,pref_Historical,pref_Park
115391424@N05,11,21894,Tempozan_Ferris_Wheel,Amusement,34.6561657,135.431031,253,Tempozan_Ferris_Wheel,Amusement,34.6561657,135.431031,253,Tempozan_Ferris_Wheel,Amusement,34.6561657,135.431031,253,Tempozan_Ferris_Wheel,Amusement,34.6561657,135.431031,253,Tempozan_Ferris_Wheel,Amusement,34.6561657,135.431031,253,Osaka_Aquarium_Kaiyukan,Amusement,34.654472,135.428889,886,Osaka_Aquarium_Kaiyukan,Amusement,34.654472,135.428889,886,Osaka_Aquarium_Kaiyukan,Amusement,34.654472,135.428889,886,Osaka_Aquarium_Kaiyukan,Amusement,34.654472,135.428889,886,Osaka_Aquarium_Kaiyukan,Amusement,34.654472,135.428889,886,0.6896551724137931,0,0,0.3103448275862069
115391424@N05,12,22523,Osaka_Aquarium_Kaiyukan,Amusement,34.654472,135.428889,886,Osaka_Aquarium_Kaiyukan,Amusement,34.654472,135.428889,886,Osaka_Aquarium_Kaiyukan,Amusement,34.654472,135.428889,886,Tempozan_Ferris_Wheel,Amusement,34.6561657,135.431031,253,Tempozan_Ferris_Wheel,Amusement,34.6561657,135.431031,253,Tempozan_Ferris_Wheel,Amusement,34.6561657,135.431031,253,Tempozan_Ferris_Wheel,Amusement,34.6561657,135.431031,253,Tempozan_Ferris_Wheel,Amusement,34.6561657,135.431031,253,Tempozan_Ferris_Wheel,Amusement,34.6561657,135.431031,253,Tempozan_Ferris_Wheel,Amusement,34.6561657,135.431031,253,0.6896551724137931,0,0,0.3103448275862069
11939556@N00,13,349,Ky%C5%8Dbashi#Osaka,Entertainment,35.6751778,139.7692944,349,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,0,0
12002368@N08,14,413,Shinsekai,Entertainment,34.65222,135.50611,413,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.5,0,0.5
12002368@N08,15,1307,Osaka_Castle,Park,34.68722,135.52583,1307,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.5,0,0.5
12173213@N00,16,315,HEP_Five,Amusement,34.7040028,135.5004466,315,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,0,0
12173213@N00,17,1575,HEP_Five,Amusement,34.7040028,135.5004466,315,HEP_Five,Amusement,34.7040028,135.5004466,315,HEP_Five,Amusement,34.7040028,135.5004466,315,HEP_Five,Amusement,34.7040028,135.5004466,315,HEP_Five,Amusement,34.7040028,135.5004466,315,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,0,0
123434952@N02,18,8356,Namba,Entertainment,34.66722,135.50028,514,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,,,,,0,,,,,0,,,,,0,0,0.1428571428571428,0,0.8571428571428571
12384872@N08,19,1307,Osaka_Castle,Park,34.68722,135.52583,1307,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,1
12452841@N00,20,1028,Namba,Entertainment,34.66722,135.50028,514,Namba,Entertainment,34.66722,135.50028,514,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.052631579,0.8947368421052632,0,0.052631579
12452841@N00,21,1031,Namba,Entertainment,34.66722,135.50028,514,Namba,Entertainment,34.66722,135.50028,514,Zepp,Entertainment,34.657361,135.501306,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.052631579,0.8947368421052632,0,0.052631579
12452841@N00,22,594,Shinsaibashi,Entertainment,34.6725,135.5,297,Shinsaibashi,Entertainment,34.6725,135.5,297,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.052631579,0.8947368421052632,0,0.052631579
12452841@N00,23,7023,Namba,Entertainment,34.66722,135.50028,514,Namba,Entertainment,34.66722,135.50028,514,Namba,Entertainment,34.66722,135.50028,514,Namba,Entertainment,34.66722,135.50028,514,Namba,Entertainment,34.66722,135.50028,514,Namba,Entertainment,34.66722,135.50028,514,Amerikamura,Entertainment,34.672086,135.49796,125,Amerikamura,Entertainment,34.672086,135.49796,125,Amerikamura,Entertainment,34.672086,135.49796,125,Shinsaibashi,Entertainment,34.6725,135.5,297,0.052631579,0.8947368421052632,0,0.052631579
12452841@N00,24,5477,Tenn%C5%8Dji_Park,Park,34.64985,135.51111,412,Tenn%C5%8Dji_Park,Park,34.64985,135.51111,412,Tenn%C5%8Dji_Zoo,Amusement,34.652556,135.508496,599,Tenn%C5%8Dji_Zoo,Amusement,34.652556,135.508496,599,Nipponbashi,Entertainment,34.65972,135.50583,51,Namba,Entertainment,34.66722,135.50028,514,Namba,Entertainment,34.66722,135.50028,514,Shinsaibashi,Entertainment,34.6725,135.5,297,Shinsaibashi,Entertainment,34.6725,135.5,297,Shinsaibashi,Entertainment,34.6725,135.5,297,0.052631579,0.8947368421052632,0,0.052631579
12452841@N00,25,297,Shinsaibashi,Entertainment,34.6725,135.5,297,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.052631579,0.8947368421052632,0,0.052631579
12452841@N00,26,11628,Shinsaibashi,Entertainment,34.6725,135.5,297,Shinsaibashi,Entertainment,34.6725,135.5,297,Shinsaibashi,Entertainment,34.6725,135.5,297,Shinsaibashi,Entertainment,34.6725,135.5,297,Shinsaibashi,Entertainment,34.6725,135.5,297,Shinsaibashi,Entertainment,34.6725,135.5,297,Shinsaibashi,Entertainment,34.6725,135.5,297,Shinsaibashi,Entertainment,34.6725,135.5,297,Namba,Entertainment,34.66722,135.50028,514,Namba,Entertainment,34.66722,135.50028,514,0.052631579,0.8947368421052632,0,0.052631579
12455012@N00,27,1028,Namba,Entertainment,34.66722,135.50028,514,Namba,Entertainment,34.66722,135.50028,514,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.6,0.4,0,0
12455012@N00,28,1980,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.6,0.4,0,0
12505664@N00,29,514,Namba,Entertainment,34.66722,135.50028,514,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,0,0
12505664@N00,30,514,Namba,Entertainment,34.66722,135.50028,514,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,0,0
12527903@N00,31,1347,Shitenn%C5%8D-ji,Historical,34.6539,135.51645,229,Shitenn%C5%8D-ji,Historical,34.6539,135.51645,229,Shitenn%C5%8D-ji,Historical,34.6539,135.51645,229,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.25,0,0.75,0
12767075@N02,32,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,0,0
12810816@N08,33,788,Nakanoshima_Park,Park,34.693056,135.506431,197,Nakanoshima_Park,Park,34.693056,135.506431,197,Nakanoshima_Park,Park,34.693056,135.506431,197,Nakanoshima_Park,Park,34.693056,135.506431,197,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,1
12873985@N00,34,698,Ky%C5%8Dbashi#Osaka,Entertainment,35.6751778,139.7692944,349,Ky%C5%8Dbashi#Osaka,Entertainment,35.6751778,139.7692944,349,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,0,0
13101664@N03,35,1745,Ky%C5%8Dbashi#Osaka,Entertainment,35.6751778,139.7692944,349,Ky%C5%8Dbashi#Osaka,Entertainment,35.6751778,139.7692944,349,Ky%C5%8Dbashi#Osaka,Entertainment,35.6751778,139.7692944,349,Ky%C5%8Dbashi#Osaka,Entertainment,35.6751778,139.7692944,349,Ky%C5%8Dbashi#Osaka,Entertainment,35.6751778,139.7692944,349,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,0,0
13322960@N00,36,45823,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,0.1666666666666666,0,0,0.8333333333333334
13322960@N00,37,1320,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1666666666666666,0,0,0.8333333333333334
13715300@N06,38,125,Amerikamura,Entertainment,34.672086,135.49796,125,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.4761904761904761,0.047619048,0,0.4761904761904761
13715300@N06,39,100639,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,0.4761904761904761,0.047619048,0,0.4761904761904761
13715300@N06,40,14336,Universal_Studios_Japan,Amusement,34.66472,135.43306,512,Universal_Studios_Japan,Amusement,34.66472,135.43306,512,Universal_Studios_Japan,Amusement,34.66472,135.43306,512,Universal_Studios_Japan,Amusement,34.66472,135.43306,512,Universal_Studios_Japan,Amusement,34.66472,135.43306,512,Universal_Studios_Japan,Amusement,34.66472,135.43306,512,Universal_Studios_Japan,Amusement,34.66472,135.43306,512,Universal_Studios_Japan,Amusement,34.66472,135.43306,512,Universal_Studios_Japan,Amusement,34.66472,135.43306,512,Universal_Studios_Japan,Amusement,34.66472,135.43306,512,0.4761904761904761,0.047619048,0,0.4761904761904761
13897419@N02,41,468,Sumiyoshi_taisha,Historical,34.6127972,135.4929417,52,Sumiyoshi_taisha,Historical,34.6127972,135.4929417,52,Sumiyoshi_taisha,Historical,34.6127972,135.4929417,52,Sumiyoshi_taisha,Historical,34.6127972,135.4929417,52,Sumiyoshi_taisha,Historical,34.6127972,135.4929417,52,Sumiyoshi_taisha,Historical,34.6127972,135.4929417,52,Sumiyoshi_taisha,Historical,34.6127972,135.4929417,52,Sumiyoshi_taisha,Historical,34.6127972,135.4929417,52,Sumiyoshi_taisha,Historical,34.6127972,135.4929417,52,,,,,0,0,0,1,0
13991984@N05,42,1307,Osaka_Castle,Park,34.68722,135.52583,1307,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,1
14003952@N04,43,27324,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,1,0,0,0
14224905@N08,44,2614,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,1
14224905@N08,45,1307,Osaka_Castle,Park,34.68722,135.52583,1307,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,1
14674202@N04,46,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,0,0
15308437@N00,47,349,Ky%C5%8Dbashi#Osaka,Entertainment,35.6751778,139.7692944,349,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,0,0
15308437@N00,48,349,Ky%C5%8Dbashi#Osaka,Entertainment,35.6751778,139.7692944,349,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,0,0
15308437@N00,49,349,Ky%C5%8Dbashi#Osaka,Entertainment,35.6751778,139.7692944,349,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,0,0
15702545@N00,50,305,%C5%8Csaka_Tenmang%C5%AB_Shrine,Historical,34.696025,135.5126194,305,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,1,0
16501075@N00,51,1392,Osaka_Aquarium_Kaiyukan,Amusement,34.654472,135.428889,886,Tempozan_Ferris_Wheel,Amusement,34.6561657,135.431031,253,Tempozan_Ferris_Wheel,Amusement,34.6561657,135.431031,253,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,0,0
17155295@N00,52,11763,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,,,,,0,0,0,0,1
17267375@N05,53,514,Namba,Entertainment,34.66722,135.50028,514,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,0,0
17407749@N00,54,886,Osaka_Aquarium_Kaiyukan,Amusement,34.654472,135.428889,886,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.2,0.5333333333333333,0,0.2666666666666666
17407749@N00,55,1239,Shinsekai,Entertainment,34.65222,135.50611,413,Shinsekai,Entertainment,34.65222,135.50611,413,Shinsekai,Entertainment,34.65222,135.50611,413,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.2,0.5333333333333333,0,0.2666666666666666
17407749@N00,56,1239,Shinsekai,Entertainment,34.65222,135.50611,413,Shinsekai,Entertainment,34.65222,135.50611,413,Shinsekai,Entertainment,34.65222,135.50611,413,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.2,0.5333333333333333,0,0.2666666666666666
17407749@N00,57,315,HEP_Five,Amusement,34.7040028,135.5004466,315,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.2,0.5333333333333333,0,0.2666666666666666
17407749@N00,58,5228,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,Osaka_Castle,Park,34.68722,135.52583,1307,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.2,0.5333333333333333,0,0.2666666666666666
17407749@N00,59,315,HEP_Five,Amusement,34.7040028,135.5004466,315,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.2,0.5333333333333333,0,0.2666666666666666
17407749@N00,60,514,Namba,Entertainment,34.66722,135.50028,514,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.2,0.5333333333333333,0,0.2666666666666666
17407749@N00,61,297,Shinsaibashi,Entertainment,34.6725,135.5,297,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.2,0.5333333333333333,0,0.2666666666666666
17691489@N06,62,413,Shinsekai,Entertainment,34.65222,135.50611,413,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,0,0
17691489@N06,63,349,Ky%C5%8Dbashi#Osaka,Entertainment,35.6751778,139.7692944,349,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,0,0
17691489@N06,64,125,Amerikamura,Entertainment,34.672086,135.49796,125,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,0,0
17757546@N00,65,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,0,0
17835110@N00,66,7088,Osaka_Aquarium_Kaiyukan,Amusement,34.654472,135.428889,886,Osaka_Aquarium_Kaiyukan,Amusement,34.654472,135.428889,886,Osaka_Aquarium_Kaiyukan,Amusement,34.654472,135.428889,886,Osaka_Aquarium_Kaiyukan,Amusement,34.654472,135.428889,886,Osaka_Aquarium_Kaiyukan,Amusement,34.654472,135.428889,886,Osaka_Aquarium_Kaiyukan,Amusement,34.654472,135.428889,886,Osaka_Aquarium_Kaiyukan,Amusement,34.654472,135.428889,886,Osaka_Aquarium_Kaiyukan,Amusement,34.654472,135.428889,886,,,,,0,,,,,0,1,0,0,0
19544554@N00,67,42240,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,1,0,0,0
20448026@N00,68,514,Namba,Entertainment,34.66722,135.50028,514,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,0,0
21147679@N08,69,1029,Nipponbashi,Entertainment,34.65972,135.50583,51,Nipponbashi,Entertainment,34.65972,135.50583,51,Shinsekai,Entertainment,34.65222,135.50611,413,Namba,Entertainment,34.66722,135.50028,514,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,0,0
21147679@N08,70,74,"Doyama,_Osaka,_Japan",Entertainment,34.703165,135.502882,74,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,0,0
21147679@N08,71,413,Shinsekai,Entertainment,34.65222,135.50611,413,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,0,0
21225669@N00,72,4620,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,Umeda_Sky_Building,Amusement,34.70528,135.48972,660,,,,,0,,,,,0,,,,,0,1,0,0,0
21334807@N00,73,886,Osaka_Aquarium_Kaiyukan,Amusement,34.654472,135.428889,886,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,0,0
21442750@N07,74,3465,HEP_Five,Amusement,34.7040028,135.5004466,315,HEP_Five,Amusement,34.7040028,135.5004466,315,HEP_Five,Amusement,34.7040028,135.5004466,315,HEP_Five,Amusement,34.7040028,135.5004466,315,HEP_Five,Amusement,34.7040028,135.5004466,315,HEP_Five,Amusement,34.7040028,135.5004466,315,HEP_Five,Amusement,34.7040028,135.5004466,315,HEP_Five,Amusement,34.7040028,135.5004466,315,HEP_Five,Amusement,34.7040028,135.5004466,315,HEP_Five,Amusement,34.7040028,135.5004466,315,0.5263157894736842,0.4736842105263157,0,0
21442750@N07,75,2306,Amerikamura,Entertainment,34.672086,135.49796,125,Amerikamura,Entertainment,34.672086,135.49796,125,Namba,Entertainment,34.66722,135.50028,514,Namba,Entertainment,34.66722,135.50028,514,Namba,Entertainment,34.66722,135.50028,514,Namba,Entertainment,34.66722,135.50028,514,,,,,0,,,,,0,,,,,0,,,,,0,0.5263157894736842,0.4736842105263157,0,0
21442750@N07,76,1047,Ky%C5%8Dbashi#Osaka,Entertainment,35.6751778,139.7692944,349,Ky%C5%8Dbashi#Osaka,Entertainment,35.6751778,139.7692944,349,Ky%C5%8Dbashi#Osaka,Entertainment,35.6751778,139.7692944,349,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.5263157894736842,0.4736842105263157,0,0
21550108@N02,77,253,Tempozan_Ferris_Wheel,Amusement,34.6561657,135.431031,253,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,0,0
21772716@N03,78,1307,Osaka_Castle,Park,34.68722,135.52583,1307,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,1
