userID,Year,Month,Season,movingpath1,poiID1,theme1,subTheme1,lat1,long1,poiFreq1,movingpath2,poiID2,theme2,subTheme2,lat2,long2,poiFreq2,movingpath3,poiID3,theme3,subTheme3,lat3,long3,poiFreq3,movingpath4,poiID4,theme4,subTheme4,lat4,long4,poiFreq4,movingpath5,poiID5,theme5,subTheme5,lat5,long5,poiFreq5,movingpath6,poiID6,theme6,subTheme6,lat6,long6,poiFreq6,movingpath7,poiID7,theme7,subTheme7,lat7,long7,poiFreq7,movingpath8,poiID8,theme8,subTheme8,lat8,long8,poiFreq8,movingpath9,poiID9,theme9,subTheme9,lat9,long9,poiFreq9,movingpath10,poiID10,theme10,subTheme10,lat10,long10,poiFreq10,movingpath11,poiID11,theme11,subTheme11,lat11,long11,poiFreq11,movingpath12,poiID12,theme12,subTheme12,lat12,long12,poiFreq12,movingpath13,poiID13,theme13,subTheme13,lat13,long13,poiFreq13,movingpath14,poiID14,theme14,subTheme14,lat14,long14,poiFreq14,movingpath15,poiID15,theme15,subTheme15,lat15,long15,poiFreq15,movingpath16,poiID16,theme16,subTheme16,lat16,long16,poiFreq16,movingpath17,poiID17,theme17,subTheme17,lat17,long17,poiFreq17,movingpath18,poiID18,theme18,subTheme18,lat18,long18,poiFreq18,movingpath19,poiID19,theme19,subTheme19,lat19,long19,poiFreq19,movingpath20,poiID20,theme20,subTheme20,lat20,long20,poiFreq20,movingpath21,poiID21,theme21,subTheme21,lat21,long21,poiFreq21,movingpath22,poiID22,theme22,subTheme22,lat22,long22,poiFreq22,movingpath23,poiID23,theme23,subTheme23,lat23,long23,poiFreq23,movingpath24,poiID24,theme24,subTheme24,lat24,long24,poiFreq24,movingpath25,poiID25,theme25,subTheme25,lat25,long25,poiFreq25,movingpath26,poiID26,theme26,subTheme26,lat26,long26,poiFreq26,movingpath27,poiID27,theme27,subTheme27,lat27,long27,poiFreq27,movingpath28,poiID28,theme28,subTheme28,lat28,long28,poiFreq28,movingpath29,poiID29,theme29,subTheme29,lat29,long29,poiFreq29,movingpath30,poiID30,theme30,subTheme30,lat30,long30,poiFreq30,movingpath31,poiID31,theme31,subTheme31,lat31,long31,poiFreq31,movingpath32,poiID32,theme32,subTheme32,lat32,long32,poiFreq32,movingpath33,poiID33,theme33,subTheme33,lat33,long33,poiFreq33,movingpath34,poiID34,theme34,subTheme34,lat34,long34,poiFreq34,movingpath35,poiID35,theme35,subTheme35,lat35,long35,poiFreq35,movingpath36,poiID36,theme36,subTheme36,lat36,long36,poiFreq36,movingpath37,poiID37,theme37,subTheme37,lat37,long37,poiFreq37,movingpath38,poiID38,theme38,subTheme38,lat38,long38,poiFreq38,pref_Community Use,pref_Education Centre,pref_Health Services,pref_Leisure/Recreation,pref_Mixed Use,pref_Office,pref_Place Of Assembly,pref_Place of Worship,pref_Purpose Built,pref_Residential Accommodation,pref_Retail,pref_Specialist Residential Accommodation,pref_Transport,pref_Vacant Land
10204545@N02,2012,3,Autumn,St Patricks Cathedral,87,Place of Worship,Church,-37.8101141,144.9759015,81,Shrine of Remembrance,150,Community Use,Public Buildings,-37.830208,144.9734419,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333333333,0,0,0.066666667,0.133333333,0,0.133333333,0.066666667,0,0,0,0,0.266666667,0
10204545@N02,2012,5,Autumn,State Library Victoria,65,Community Use,Public Buildings,-37.80998522,144.9643303,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333333333,0,0,0.066666667,0.133333333,0,0.133333333,0.066666667,0,0,0,0,0.266666667,0
10204545@N02,2012,7,Winter,FairFax Studio,55,Place Of Assembly,Theatre Live,-37.82166846,144.9688362,40,Sandridge Rail Bridge,228,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.8201763,144.9629811,156,IMAX Melbourne,125,Place Of Assembly,Cinema,-37.80343156,144.9706399,116,State Library Victoria,65,Community Use,Public Buildings,-37.80998522,144.9643303,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333333333,0,0,0.066666667,0.133333333,0,0.133333333,0.066666667,0,0,0,0,0.266666667,0
10204545@N02,2013,2,Summer,Southern Cross Railway Station,61,Transport,Railway Station,-37.81816331,144.9529447,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333333333,0,0,0.066666667,0.133333333,0,0.133333333,0.066666667,0,0,0,0,0.266666667,0
10204545@N02,2013,9,Spring,Flinders Street Railway Station,190,Transport,Railway Station,-37.8179063,144.9670648,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333333333,0,0,0.066666667,0.133333333,0,0.133333333,0.066666667,0,0,0,0,0.266666667,0
10204545@N02,2013,10,Spring,Melbourne Central,201,Mixed Use,Retail/Office/Carpark,-37.81053718,144.9627497,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333333333,0,0,0.066666667,0.133333333,0,0.133333333,0.066666667,0,0,0,0,0.266666667,0
10204545@N02,2013,12,Summer,Melbourne Central Railway Station,165,Transport,Railway Station,-37.810893,144.9631007,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333333333,0,0,0.066666667,0.133333333,0,0.133333333,0.066666667,0,0,0,0,0.266666667,0
10286664@N03,2011,1,Summer,Victoria Police,35,Community Use,Police Station,-37.8164849,144.9664868,349,Comedy Theatre,178,Place Of Assembly,Theatre Live,-37.81020539,144.9701331,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0
10357544@N07,2011,1,Summer,Melbourne Museum,124,Place Of Assembly,Art Gallery/Museum,-37.80355181,144.9716907,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10357544@N07,2011,6,Winter,Forum Theatre,189,Place Of Assembly,Theatre Live,-37.81648541,144.9693866,765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10368554@N00,2006,8,Winter,Victorian Arts Centre,88,Place Of Assembly,Art Gallery/Museum,-37.82199473,144.9688373,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0
10368554@N00,2007,8,Winter,Melbourne Central Railway Station,164,Transport,Railway Station,-37.81059924,144.9616906,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0
105106606@N05,2013,5,Autumn,Sandridge Rail Bridge,228,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.8201763,144.9629811,156,SBS (Special Broadcasting Service),97,Office,Office,-37.81769212,144.9687406,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0
10512081@N00,2012,5,Autumn,Melbourne Convention Centre,80,Place Of Assembly,Function/Conference/Exhibition Centre,-37.82490405,144.9522883,129,City Baths,213,Leisure/Recreation,Major Sports & Recreation Facility,-37.80715854,144.9631898,105,Carlton Gardens South,4,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.80606846,144.9712665,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.666666667,0,0,0.333333333,0,0,0,0,0,0,0
10559879@N00,2007,1,Summer,Flinders Street Railway Station,190,Transport,Railway Station,-37.8179063,144.9670648,351,Princess Theatre,62,Place Of Assembly,Theatre Live,-37.81072571,144.9723266,113,Church of Christ,12,Place of Worship,Church,-37.81045241,144.9638892,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.03125,0,0.015625,0.28125,0.015625,0.109375,0.125,0.03125,0,0.0625,0,0.203125,0
10559879@N00,2007,2,Summer,Princess Theatre,62,Place Of Assembly,Theatre Live,-37.81072571,144.9723266,113,QV Village,203,Mixed Use,Retail/Office/Residential/Carpark,-37.81068919,144.9657146,176,The Museum Of Australian Chinese History,241,Place Of Assembly,Art Gallery/Museum,-37.81076861,144.9692339,23,Waterfront City,105,Mixed Use,Retail/Office,-37.81505666,144.9391369,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.03125,0,0.015625,0.28125,0.015625,0.109375,0.125,0.03125,0,0.0625,0,0.203125,0
10559879@N00,2007,3,Autumn,Princess Theatre,62,Place Of Assembly,Theatre Live,-37.81072571,144.9723266,113,QV Village,203,Mixed Use,Retail/Office/Residential/Carpark,-37.81068919,144.9657146,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.03125,0,0.015625,0.28125,0.015625,0.109375,0.125,0.03125,0,0.0625,0,0.203125,0
10559879@N00,2007,6,Winter,Flinders Street Railway Station,190,Transport,Railway Station,-37.8179063,144.9670648,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.03125,0,0.015625,0.28125,0.015625,0.109375,0.125,0.03125,0,0.0625,0,0.203125,0
