userID,seqID,totalFreq,movingpath0,theme0,lat0,long0,poiFreq0,movingpath1,theme1,lat1,long1,poiFreq1,movingpath2,theme2,lat2,long2,poiFreq2,movingpath3,theme3,lat3,long3,poiFreq3,movingpath4,theme4,lat4,long4,poiFreq4,movingpath5,theme5,lat5,long5,poiFreq5,movingpath6,theme6,lat6,long6,poiFreq6,movingpath7,theme7,lat7,long7,poiFreq7,movingpath8,theme8,lat8,long8,poiFreq8,movingpath9,theme9,lat9,long9,poiFreq9,pref_Amusement,pref_Beach,pref_Cultural,pref_Shopping,pref_Sport,pref_Structure
10116041@N02,26,3619,Nathan_Phillips_Square,Beach,43.6525,-79.38361,3619,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,0,0,0,0
10125851@N06,27,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.5,0.5,0,0,0
10125851@N06,28,3594,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.5,0.5,0,0,0
101330524@N02,29,1701,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,1,0,0
101607720@N06,30,4614,Union_Station_(Toronto),Structure,43.64528,-79.38056,1538,Union_Station_(Toronto),Structure,43.64528,-79.38056,1538,Union_Station_(Toronto),Structure,43.64528,-79.38056,1538,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,1
10218635@N06,31,104,Yorkdale_Shopping_Centre,Shopping,43.725599,-79.452696,104,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.3333333333333333,0,0.6666666666666666,0,0
10218635@N06,32,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.3333333333333333,0,0.6666666666666666,0,0
10218635@N06,33,10590,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.3333333333333333,0,0.6666666666666666,0,0
10282509@N00,34,1538,Union_Station_(Toronto),Structure,43.64528,-79.38056,1538,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0.9090909090909092,0,0,0.090909091
10282509@N00,35,45562,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,0,0,0.9090909090909092,0,0,0.090909091
10285309@N08,36,28048,Air_Canada_Centre,Sport,43.64333,-79.37917,3506,Air_Canada_Centre,Sport,43.64333,-79.37917,3506,Air_Canada_Centre,Sport,43.64333,-79.37917,3506,Air_Canada_Centre,Sport,43.64333,-79.37917,3506,Air_Canada_Centre,Sport,43.64333,-79.37917,3506,Air_Canada_Centre,Sport,43.64333,-79.37917,3506,Air_Canada_Centre,Sport,43.64333,-79.37917,3506,Air_Canada_Centre,Sport,43.64333,-79.37917,3506,,,,,0,,,,,0,0,0,0,0,1,0
10297518@N00,37,8284,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,1,0,0,0
10316646@N07,38,986,Art_Gallery_of_Ontario,Cultural,43.65389,-79.39278,986,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1,0.7,0.1,0.1,0
10316646@N07,39,3619,Nathan_Phillips_Square,Beach,43.6525,-79.38361,3619,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1,0.7,0.1,0.1,0
10316646@N07,40,986,Art_Gallery_of_Ontario,Cultural,43.65389,-79.39278,986,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1,0.7,0.1,0.1,0
10316646@N07,41,1972,Art_Gallery_of_Ontario,Cultural,43.65389,-79.39278,986,Art_Gallery_of_Ontario,Cultural,43.65389,-79.39278,986,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1,0.7,0.1,0.1,0
10316646@N07,42,986,Art_Gallery_of_Ontario,Cultural,43.65389,-79.39278,986,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1,0.7,0.1,0.1,0
10316646@N07,43,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1,0.7,0.1,0.1,0
10316646@N07,44,986,Art_Gallery_of_Ontario,Cultural,43.65389,-79.39278,986,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1,0.7,0.1,0.1,0
10316646@N07,45,986,Art_Gallery_of_Ontario,Cultural,43.65389,-79.39278,986,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1,0.7,0.1,0.1,0
10316646@N07,46,688,Maple_Leaf_Gardens,Sport,43.66222,-79.38028,688,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1,0.7,0.1,0.1,0
10397950@N05,47,3553,CN_Tower,Amusement,43.6426,-79.3871,3553,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,0,0,0,0
10438912@N07,48,964,Casa_Loma,Cultural,43.6781,-79.4095,964,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.3333333333333333,0.6666666666666666,0,0,0
10438912@N07,49,3619,Nathan_Phillips_Square,Beach,43.6525,-79.38361,3619,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.3333333333333333,0.6666666666666666,0,0,0
10438912@N07,50,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.3333333333333333,0.6666666666666666,0,0,0
10442345@N07,51,986,Art_Gallery_of_Ontario,Cultural,43.65389,-79.39278,986,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,1,0,0,0
10483331@N00,52,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,1,0,0,0
10488448@N00,53,1701,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,1,0,0
10488448@N00,54,3402,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,1,0,0
10488448@N00,55,1701,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,1,0,0
10488855@N00,56,1872,Old_City_Hall_(Toronto),Structure,43.6525,-79.38167,936,Old_City_Hall_(Toronto),Structure,43.6525,-79.38167,936,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,1
10502709@N05,57,14448,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,,,,,0,,,,,0,,,,,0,0,0.1134020618556701,0.4329896907216495,0.3917525773195876,0,0.06185567
10502709@N05,58,11596,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,"Yorkville,_Toronto",Shopping,43.67028,-79.39111,631,"Yorkville,_Toronto",Shopping,43.67028,-79.39111,631,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1134020618556701,0.4329896907216495,0.3917525773195876,0,0.06185567
10502709@N05,59,17474,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,"Yorkville,_Toronto",Shopping,43.67028,-79.39111,631,"Yorkville,_Toronto",Shopping,43.67028,-79.39111,631,"Yorkville,_Toronto",Shopping,43.67028,-79.39111,631,"Yorkville,_Toronto",Shopping,43.67028,-79.39111,631,"Yorkville,_Toronto",Shopping,43.67028,-79.39111,631,"Yorkville,_Toronto",Shopping,43.67028,-79.39111,631,"Yorkville,_Toronto",Shopping,43.67028,-79.39111,631,0,0.1134020618556701,0.4329896907216495,0.3917525773195876,0,0.06185567
10502709@N05,60,22704,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,0,0.1134020618556701,0.4329896907216495,0.3917525773195876,0,0.06185567
10502709@N05,61,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1134020618556701,0.4329896907216495,0.3917525773195876,0,0.06185567
10502709@N05,62,28994,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,,,,,0,,,,,0,,,,,0,0,0.1134020618556701,0.4329896907216495,0.3917525773195876,0,0.06185567
10502709@N05,63,3594,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1134020618556701,0.4329896907216495,0.3917525773195876,0,0.06185567
10502709@N05,64,1701,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1134020618556701,0.4329896907216495,0.3917525773195876,0,0.06185567
10502709@N05,65,1701,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1134020618556701,0.4329896907216495,0.3917525773195876,0,0.06185567
10502709@N05,66,10782,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1134020618556701,0.4329896907216495,0.3917525773195876,0,0.06185567
10502709@N05,67,23971,Old_City_Hall_(Toronto),Structure,43.6525,-79.38167,936,Old_City_Hall_(Toronto),Structure,43.6525,-79.38167,936,Old_City_Hall_(Toronto),Structure,43.6525,-79.38167,936,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,Nathan_Phillips_Square,Beach,43.6525,-79.38361,3619,Nathan_Phillips_Square,Beach,43.6525,-79.38361,3619,0,0.1134020618556701,0.4329896907216495,0.3917525773195876,0,0.06185567
10502709@N05,68,3594,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1134020618556701,0.4329896907216495,0.3917525773195876,0,0.06185567
10502709@N05,69,66048,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,0,0.1134020618556701,0.4329896907216495,0.3917525773195876,0,0.06185567
10502709@N05,70,7188,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1134020618556701,0.4329896907216495,0.3917525773195876,0,0.06185567
10502709@N05,71,11895,Nathan_Phillips_Square,Beach,43.6525,-79.38361,3619,Old_City_Hall_(Toronto),Structure,43.6525,-79.38167,936,Old_City_Hall_(Toronto),Structure,43.6525,-79.38167,936,Old_City_Hall_(Toronto),Structure,43.6525,-79.38167,936,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1134020618556701,0.4329896907216495,0.3917525773195876,0,0.06185567
10502709@N05,72,631,"Yorkville,_Toronto",Shopping,43.67028,-79.39111,631,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1134020618556701,0.4329896907216495,0.3917525773195876,0,0.06185567
10502709@N05,73,6804,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1134020618556701,0.4329896907216495,0.3917525773195876,0,0.06185567
10502709@N05,74,3786,"Yorkville,_Toronto",Shopping,43.67028,-79.39111,631,"Yorkville,_Toronto",Shopping,43.67028,-79.39111,631,"Yorkville,_Toronto",Shopping,43.67028,-79.39111,631,"Yorkville,_Toronto",Shopping,43.67028,-79.39111,631,"Yorkville,_Toronto",Shopping,43.67028,-79.39111,631,"Yorkville,_Toronto",Shopping,43.67028,-79.39111,631,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1134020618556701,0.4329896907216495,0.3917525773195876,0,0.06185567
10502709@N05,75,33305,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,0,0.1134020618556701,0.4329896907216495,0.3917525773195876,0,0.06185567
